GeneID,EC,HMMER,dbCAN_sub,DIAMOND,Number_of_Tools,dbCAN subfam,Subfam Composition,Subfam EC,Substrate,Profile Length,Gene Length,E Value,Profile Start,Profile End,Gene Start,Gene End,Coverage
jgi|Neocon1|791969|fgenesh1_pm.6_#_6,-,GT2(28-166),GT2,-,2,GT2,GT2:45,-,unassigned,141,253,1.00E-44,1,126,29,152,"0.8865248226950354	0.8865248226950354"
jgi|Neocon1|791986|fgenesh1_pm.6_#_23,-,GT2(28-150),GT2,-,2,GT2,GT2:41|GT8:12,-,unassigned,158,253,2.70E-41,1,156,29,171,"0.9810126582278481	0.9810126582278481"
jgi|Neocon1|792010|fgenesh1_pm.6_#_47,-,GH73(97-224),GH73_e163,-,2,GH73_e163,GH73:129|CBM50:109,-,unassigned,133,553,4.00E-39,9,133,98,225,"0.9323308270676691	0.9323308270676691"
jgi|Neocon1|792238|fgenesh1_pm.8_#_16,-,GT34(183-353),GT34_e16,-,2,GT34_e16,GT34:5,-,unassigned,192,416,1.90E-28,37,158,223,350,"0.6302083333333334	0.6302083333333334"
jgi|Neocon1|792240|fgenesh1_pm.8_#_18,-,GT2(28-161),GT2,-,2,GT2,GT2:41|GT8:12,-,unassigned,158,254,1.70E-43,1,138,29,172,"0.8670886075949367	0.8670886075949367"
jgi|Neocon1|792781|fgenesh1_pm.13_#_8,-,CE16(6-230),CE16_e1,-,2,CE16_e1,CE16:17|CBM1:7|GH3:3,-,unassigned,258,246,9.20E-27,28,256,2,229,"0.8837209302325582	0.8837209302325582"
jgi|Neocon1|793065|fgenesh1_pm.15_#_56,3.2.1.113:20,GH47(1-422),GH47_e12,GH47,3,GH47_e12,GH47:215,3.2.1.113:20,host glycan,428,570,3.30E-159,1,427,2,420,"0.9953271028037384	0.9953271028037384"
jgi|Neocon1|794101|fgenesh1_pm.25_#_20,-,CE1(30-259),CE1_e22,-,2,CE1_e22,CE1:6|CBM48:2|CE0:2,-,unassigned,206,277,1.90E-37,2,205,39,267,"0.9854368932038835	0.9854368932038835"
jgi|Neocon1|794341|fgenesh1_pm.27_#_38,3.2.1.8:3,GH10(16-308),GH10_e134,CBM1+GH10,3,GH10_e134,GH10:5|CBM1:1,3.2.1.8:3,xylan,318,349,9.10E-91,2,318,17,309,"0.9937106918238994	0.9937106918238994"
jgi|Neocon1|794550|fgenesh1_pm.29_#_33,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,GH5_4(67-221),GH5_e55,GH5_4+3.2.1.4,3,GH5_e55,GH5_4:56,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,"beta-glucan, xylan, beta-glucan, beta-mannan",274,353,2.00E-68,1,154,68,221,"0.5583941605839416	0.5583941605839416"
jgi|Neocon1|794604|fgenesh1_pm.29_#_87,3.2.1.8:12|3.1.1.72:1,GH11(45-228),GH11_e2,CBM1+GH11+3.2.1.8,3,GH11_e2,GH11:25|CBM1:4|CE1:1,3.2.1.8:12|3.1.1.72:1,xylan,184,351,1.10E-101,1,183,46,228,"0.9891304347826086	0.9891304347826086"
jgi|Neocon1|795595|fgenesh1_pm.39_#_68,3.1.3.12:1,GT20(65-468),GT20_e19,GT20,3,GT20_e19,GT20:301,3.1.3.12:1,unassigned,492,750,2.80E-180,34,491,1,467,"0.9288617886178862	0.9288617886178862"
jgi|Neocon1|795613|fgenesh1_pm.39_#_86,2.4.1.186:40,GT8(5-235),GT8_e26,-,2,GT8_e26,GT8:146,2.4.1.186:40,unassigned,219,258,9.90E-84,1,218,6,234,"0.9908675799086758	0.9908675799086758"
jgi|Neocon1|796965|fgenesh1_pm.56_#_50,3.2.1.8:3,GH10(1-232),GH10_e134,CBM1+GH10,3,GH10_e134,GH10:5|CBM1:1,3.2.1.8:3,xylan,318,383,5.10E-98,66,317,1,232,"0.789308176100629	0.789308176100629"
jgi|Neocon1|797327|fgenesh1_pm.61_#_41,3.2.1.113:6,GH47(1-408),GH47_e0,GH47,3,GH47_e0,GH47:292,3.2.1.113:6,host glycan,441,412,1.00E-158,1,419,3,408,"0.9478458049886621	0.9478458049886621"
jgi|Neocon1|798588|fgenesh1_pm.79_#_17,-,GT2(28-167),GT2,-,2,GT2,GT2:9|GT4:2|PL38:1,-,unassigned,155,254,1.50E-45,1,110,29,137,"0.7032258064516129	0.7032258064516129"
jgi|Neocon1|799498|fgenesh1_pm.94_#_7,3.5.1.-:2|3.5.1.-:2,CBM87(4-214)+CE18(218-574),CBM87_e0+CE18_e0,-,2,CE18_e0,CBM87:24|CE18:24,3.5.1.-:2,unassigned,368,788,2.40E-61,4,364,220,575,"0.9782608695652174	0.9782608695652174"
jgi|Neocon1|799791|fgenesh1_pm.98_#_42,-,CE16(7-231),CE16_e1,-,2,CE16_e1,CE16:17|CBM1:7|GH3:3,-,unassigned,258,242,1.20E-34,28,257,2,231,"0.8875968992248062	0.8875968992248062"
jgi|Neocon1|799960|fgenesh1_pm.101_#_32,-,GH5_7(41-345),GH5_e247,GH5_7,3,GH5_e247,GH5_7:8,-,unassigned,312,397,1.30E-93,1,312,42,346,"0.9967948717948718	0.9967948717948718"
jgi|Neocon1|799990|fgenesh1_pm.102_#_2,-,CE16(75-324),CE16_e3,-,2,CE16_e3,CE16:12|CBM1:2,-,unassigned,256,337,3.20E-22,29,255,93,324,"0.8828125	0.8828125"
jgi|Neocon1|800017|fgenesh1_pm.102_#_29,-,GT2(28-174),GT2,-,2,GT2,GT2:9|GT4:2|PL38:1,-,unassigned,155,258,1.30E-41,1,131,29,163,"0.8387096774193549	0.8387096774193549"
jgi|Neocon1|800024|fgenesh1_pm.102_#_36,-,GT92(88-240),GT92_e8,-,2,GT92_e8,GT92:10,-,unassigned,193,363,1.20E-30,1,184,84,283,"0.9481865284974094	0.9481865284974094"
jgi|Neocon1|801730|fgenesh1_pm.138_#_6,-,CE8(30-127)+CE8(128-275),CE8_e0,-,2,CE8_e0,CE8:184|CBM1:1,-,unassigned,271,290,2.50E-41,118,261,130,279,"0.5276752767527675	0.5276752767527675"
jgi|Neocon1|802112|fgenesh1_pm.147_#_38,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,GH5_4(56-328),GH5_e55,GH5_4,3,GH5_e55,GH5_4:56,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,"beta-glucan, xylan, beta-glucan, beta-mannan",274,685,1.00E-130,1,273,58,328,"0.9927007299270073	0.9927007299270073"
jgi|Neocon1|802866|fgenesh1_pm.168_#_15,2.4.1.15:146,GT20(2-464),GT20_e0,GT20,3,GT20_e0,GT20:733|CBM20:2,2.4.1.15:146,unassigned,462,780,8.40E-231,2,461,2,464,"0.9935064935064936	0.9935064935064936"
jgi|Neocon1|803807|fgenesh1_pm.196_#_18,2.4.1.1:158,GT35(131-847),GT35_e0,GT35,3,GT35_e0,GT35:17065|GH77:18|GH13_39:1,2.4.1.1:158,unassigned,712,857,0,1,711,132,847,"0.9971910112359551	0.9971910112359551"
jgi|Neocon1|804508|fgenesh1_pm.220_#_17,3.2.1.73:46|3.2.1.6:5|3.2.1.8:2,GH16_21(43-123),GH16_e14,-,2,GH16_e14,GH16_21:709|GH16:9|CBM6:3|CBM13:2|CBM22:2|GH11:2|CBM61:1|CBM2:1|CBM4:1|GH9:1|CBM16:1,3.2.1.73:46|3.2.1.6:5|3.2.1.8:2,"beta-glucan, beta-glucan",200,131,3.10E-26,118,200,42,124,"0.41	0.41"
jgi|Neocon1|806125|fgenesh1_pm.309_#_17,-,GH18(29-399),GH18_e369,-,2,GH18_e369,GH18:6,-,unassigned,365,413,1.70E-80,2,362,32,399,"0.9863013698630136	0.9863013698630136"
jgi|Neocon1|806182|fgenesh1_pm.314_#_13,3.5.1.41:1,CE4(28-153),CE4_e46,-,2,CE4_e46,CE4:78|CBM18:52|CBM50:1,3.5.1.41:1,chitin,128,310,6.60E-39,2,127,30,152,"0.9765625	0.9765625"
jgi|Neocon1|806225|fgenesh1_pm.318_#_8,-,GH18(32-385),GH18_e369,-,2,GH18_e369,GH18:6,-,unassigned,365,395,1.10E-89,2,363,34,383,"0.989041095890411	0.989041095890411"
jgi|Neocon1|806715|fgenesh1_pm.365_#_4,3.2.1.4:59,GH45(277-476),GH45_e0,-,2,GH45_e0,GH45:307|CBM1:59,3.2.1.4:59,beta-glucan,200,482,8.40E-89,1,200,278,477,"0.995	0.995"
jgi|Neocon1|80693|CE80692_16530,3.2.1.91:55|3.2.1.4:4,GH6(147-449),GH6_e20,GH6+3.2.1.91,3,GH6_e20,GH6:222|CBM1:116|GH131:1,3.2.1.91:55|3.2.1.4:4,"cellulose, cellulose",295,489,1.50E-109,2,295,148,449,"0.9932203389830508	0.9932203389830508"
jgi|Neocon1|80704|CE80703_18503,3.2.1.91:55|3.2.1.4:4,GH6(147-449),GH6_e20,GH6+3.2.1.91,3,GH6_e20,GH6:222|CBM1:116|GH131:1,3.2.1.91:55|3.2.1.4:4,"cellulose, cellulose",295,489,1.50E-109,2,295,148,449,"0.9932203389830508	0.9932203389830508"
jgi|Neocon1|80722|CE80721_20182,3.2.1.91:55|3.2.1.4:4,GH6(147-449),GH6_e20,GH6+3.2.1.91,3,GH6_e20,GH6:222|CBM1:116|GH131:1,3.2.1.91:55|3.2.1.4:4,"cellulose, cellulose",295,489,2.90E-109,2,295,148,449,"0.9932203389830508	0.9932203389830508"
jgi|Neocon1|807323|estExt_fgenesh1_pm.C_10056,3.2.1.91:13|3.2.1.4:5|3.2.1.-:1|3.2.1.73:1,GH6(224-490),GH6_e3,CBM1+GH6+3.2.1.91,3,GH6_e3,GH6:36|CBM1:12,3.2.1.91:13|3.2.1.4:5|3.2.1.-:1|3.2.1.73:1,"cellulose, cellulose, cellulose",271,530,2.20E-147,2,271,227,491,"0.992619926199262	0.992619926199262"
jgi|Neocon1|807340|estExt_fgenesh1_pm.C_10074,-,CE16(46-293),CE16_e1,-,2,CE16_e1,CE16:17|CBM1:7|GH3:3,-,unassigned,258,306,1.60E-32,28,257,64,293,"0.8875968992248062	0.8875968992248062"
jgi|Neocon1|80740|CE80739_68364,3.2.1.91:55|3.2.1.4:4,GH6(147-449),GH6_e20,GH6+3.2.1.91,3,GH6_e20,GH6:222|CBM1:116|GH131:1,3.2.1.91:55|3.2.1.4:4,"cellulose, cellulose",295,489,3.10E-109,2,295,148,449,"0.9932203389830508	0.9932203389830508"
jgi|Neocon1|80741|CE80740_10284,3.2.1.91:55|3.2.1.4:4,GH6(147-449),GH6_e20,GH6+3.2.1.91,3,GH6_e20,GH6:222|CBM1:116|GH131:1,3.2.1.91:55|3.2.1.4:4,"cellulose, cellulose",295,489,2.60E-109,2,295,148,449,"0.9932203389830508	0.9932203389830508"
jgi|Neocon1|807613|estExt_fgenesh1_pm.C_30043,-,GT34(381-576),GT34_e16,-,2,GT34_e16,GT34:5,-,unassigned,192,621,7.70E-33,1,166,398,560,"0.859375	0.859375"
jgi|Neocon1|807643|estExt_fgenesh1_pm.C_30100,-,CE8(29-301),CE8_e0,-,2,CE8_e0,CE8:184|CBM1:1,-,unassigned,271,326,2.10E-71,2,262,32,303,"0.959409594095941	0.959409594095941"
jgi|Neocon1|807751|estExt_fgenesh1_pm.C_40071,4.2.2.2:5,PL3_2(37-239),PL3_e18,-,2,PL3_e18,PL3_2:145|PL3:3,4.2.2.2:5,pectin,191,264,5.30E-62,2,191,39,240,"0.9895287958115183	0.9895287958115183"
jgi|Neocon1|807755|estExt_fgenesh1_pm.C_40075,4.2.2.2:5,PL3_2(37-239),PL3_e18,-,2,PL3_e18,PL3_2:145|PL3:3,4.2.2.2:5,pectin,191,265,5.40E-62,2,191,39,240,"0.9895287958115183	0.9895287958115183"
jgi|Neocon1|807757|estExt_fgenesh1_pm.C_40077,4.2.2.2:5,PL3_2(37-239),PL3_e18,-,2,PL3_e18,PL3_2:145|PL3:3,4.2.2.2:5,pectin,191,265,2.70E-62,2,191,39,240,"0.9895287958115183	0.9895287958115183"
jgi|Neocon1|807758|estExt_fgenesh1_pm.C_40078,4.2.2.2:5,PL3_2(22-221),PL3_e18,-,2,PL3_e18,PL3_2:145|PL3:3,4.2.2.2:5,pectin,191,247,2.80E-57,3,191,22,222,"0.9842931937172775	0.9842931937172775"
jgi|Neocon1|80782|CE80781_281517,3.2.1.91:55|3.2.1.4:4,GH6(144-446),GH6_e20,GH6+3.2.1.91,3,GH6_e20,GH6:222|CBM1:116|GH131:1,3.2.1.91:55|3.2.1.4:4,"cellulose, cellulose",295,486,3.40E-109,2,295,145,446,"0.9932203389830508	0.9932203389830508"
jgi|Neocon1|807834|estExt_fgenesh1_pm.C_50051,3.2.1.8:3|3.2.1.-:1|3.1.1.73:1|-,CBM13(122-266)+CE1(314-545),CBM13_e165+CE1_e22,CBM22+CBM37+CE0+GH11,3,CE1_e22,CE1:6|CBM48:2|CE0:2,-,unassigned,206,551,6.80E-22,3,143,318,462,"0.6796116504854369	0.6796116504854369"
jgi|Neocon1|80789|CE80788_80848,3.2.1.91:55|3.2.1.4:4,GH6(148-450),GH6_e20,GH6+3.2.1.91,3,GH6_e20,GH6:222|CBM1:116|GH131:1,3.2.1.91:55|3.2.1.4:4,"cellulose, cellulose",295,490,6.60E-109,2,295,149,450,"0.9932203389830508	0.9932203389830508"
jgi|Neocon1|80795|CE80794_90042,3.2.1.91:55|3.2.1.4:4,GH6(139-441),GH6_e20,GH6+3.2.1.91,3,GH6_e20,GH6:222|CBM1:116|GH131:1,3.2.1.91:55|3.2.1.4:4,"cellulose, cellulose",295,481,3.30E-109,2,295,140,441,"0.9932203389830508	0.9932203389830508"
jgi|Neocon1|808149|estExt_fgenesh1_pm.C_90005,3.5.1.-:2|-,CBM87(42-257)+CE18(268-642),CBM87_e0+CE18_e1,-,2,CE18_e1,CBM87:11|CE18:11,-,unassigned,368,913,3.00E-17,6,365,274,640,"0.9755434782608695	0.9755434782608695"
jgi|Neocon1|808246|estExt_fgenesh1_pm.C_100038,2.4.1.15:11,GT20(200-659),GT20_e24,GT20,3,GT20_e24,GT20:403,2.4.1.15:11,unassigned,447,1043,1.30E-167,10,445,226,659,"0.9731543624161074	0.9731543624161074"
jgi|Neocon1|808270|estExt_fgenesh1_pm.C_100073,2.4.1.11:48,GT3(15-698),GT3_e0,GT3,3,GT3_e0,GT3:923,2.4.1.11:48,unassigned,585,764,5.70E-288,1,584,16,643,"0.9965811965811966	0.9965811965811966"
jgi|Neocon1|808353|estExt_fgenesh1_pm.C_110040,2.4.1.16:26|2.4.1.16:26,GT2(176-337),GT2+GT2,GT2+2.4.1.16,3,GT2,GT2:571,2.4.1.16:26,unassigned,276,841,3.40E-79,1,171,177,338,"0.6159420289855072	0.6159420289855072"
jgi|Neocon1|808407|estExt_fgenesh1_pm.C_120030,3.2.1.8:12|3.1.1.72:1|3.2.1.8:12|3.1.1.72:1|3.2.1.8:12|3.1.1.72:1|3.5.1.41:1,GH11(49-232)+GH11(270-453)+GH11(499-682)+CE4(747-876),GH11_e2+GH11_e2+GH11_e2+CE4_e46,GH11+3.2.1.8,3,GH11_e2,GH11:25|CBM1:4|CE1:1,3.2.1.8:12|3.1.1.72:1,xylan,184,955,7.40E-96,1,183,270,452,"0.9891304347826086	0.9891304347826086"
jgi|Neocon1|808652|estExt_fgenesh1_pm.C_140091,3.2.1.8:12|3.1.1.72:1,GH11(45-228),GH11_e2,CBM1+GH11+3.2.1.8,3,GH11_e2,GH11:25|CBM1:4|CE1:1,3.2.1.8:12|3.1.1.72:1,xylan,184,490,6.90E-101,1,183,46,228,"0.9891304347826086	0.9891304347826086"
jgi|Neocon1|808962|estExt_fgenesh1_pm.C_170105,2.4.1.16:11,GT2(1104-1600),GT2,GT2,3,GT2,GT2:298,2.4.1.16:11,unassigned,505,1761,5.00E-235,2,504,1111,1600,"0.994059405940594	0.994059405940594"
jgi|Neocon1|809108|estExt_fgenesh1_pm.C_190080,2.4.1.186:40,GT8(5-235),GT8_e26,-,2,GT8_e26,GT8:146,2.4.1.186:40,unassigned,219,257,2.80E-83,1,218,6,234,"0.9908675799086758	0.9908675799086758"
jgi|Neocon1|809523|estExt_fgenesh1_pm.C_250030,3.2.1.55:2|3.2.1.21:1|3.2.1.23:1|3.2.1.74:1|3.2.1.55:2,GH39(119-267)+CBM13(451-602),GH39_e81+CBM13_e331,CBM13+GH39+3.2.1.55,3,CBM13_e331,CBM13:6|GH39:5,3.2.1.55:2,xylan,153,631,1.90E-56,1,142,451,594,"0.9215686274509803	0.9215686274509803"
jgi|Neocon1|809524|estExt_fgenesh1_pm.C_250031,-|-|-|-,PL1(196-423)+CBM13(552-667),PL1_e107+CBM13_e253+CBM13_e31+CBM13_e240,PL1,3,PL1_e107,PL1:6|CBM13:5,-,unassigned,203,864,7.30E-61,1,203,209,424,"0.9950738916256158	0.9950738916256158"
jgi|Neocon1|809537|estExt_fgenesh1_pm.C_250046,-,GT17(206-338),GT17_e5,-,2,GT17_e5,GT17:47,-,unassigned,293,682,1.80E-22,16,147,205,333,"0.447098976109215	0.447098976109215"
jgi|Neocon1|809708|estExt_fgenesh1_pm.C_270039,3.2.1.14:41|3.2.1.-:2|3.2.1.17:2|3.2.1.132:1,GH18(211-551),GH18_e66,CBM18+GH18,3,GH18_e66,GH18:854|CBM2:460|CBM5:127|CBM12:58|CBM57:1|GH8:1,3.2.1.14:41|3.2.1.-:2|3.2.1.17:2|3.2.1.132:1,"chitin, chitin, peptidoglycan",350,561,7.90E-71,2,348,211,551,"0.9885714285714285	0.9885714285714285"
jgi|Neocon1|809746|estExt_fgenesh1_pm.C_280003,3.2.1.55:2|3.2.1.21:1|3.2.1.23:1|3.2.1.74:1|3.2.1.55:2,CBM13(420-552),GH39_e81+CBM13_e331,CBM13+GH39+3.2.1.55,3,CBM13_e331,CBM13:6|GH39:5,3.2.1.55:2,xylan,153,615,4.20E-50,14,141,422,550,"0.8300653594771242	0.8300653594771242"
jgi|Neocon1|809929|estExt_fgenesh1_pm.C_300006,3.2.1.78:3|3.2.1.78:3,CBM35(24-137)+GH26(158-459),CBM35_e68+GH26_e50,CBM35+GH26,3,GH26_e50,GH26:6|CBM35:5,3.2.1.78:3,beta-mannan,302,569,2.10E-204,1,302,159,460,"0.9966887417218543	0.9966887417218543"
jgi|Neocon1|810251|estExt_fgenesh1_pm.C_340022,3.2.1.67:1,GH28(85-493),GH28_e64,GH28,3,GH28_e64,GH28:285|CE12:17|PL9_1:2,3.2.1.67:1,pectin,396,503,6.30E-180,2,394,85,479,"0.98989898989899	0.98989898989899"
jgi|Neocon1|810836|estExt_fgenesh1_pm.C_400092,3.2.1.55:11|3.2.1.8:2|3.2.1.-:2|3.2.1.37:1|3.2.1.55:13|3.2.1.8:3|3.2.1.-:2|3.2.1.37:1,GH43_16(44-347),GH43_e261+CBM6_e6,CBM13+CBM6+GH43_16,3,CBM6_e6,CBM6:625|GH43_16:614|CBM22:56|CBM36:43|CBM13:18|GH43_10:14|CBM2:8|GH10:5|CBM3:3|CE0:2|CBM35:1|GH43:1|CBM5:1,3.2.1.55:13|3.2.1.8:3|3.2.1.-:2|3.2.1.37:1,"beta-glucan, xylan, cellulose",127,538,1.40E-19,2,126,373,482,"0.9763779527559056	0.9763779527559056"
jgi|Neocon1|810895|estExt_fgenesh1_pm.C_410072,-,GH20(128-447),GH20_e87,GH20,3,GH20_e87,GH20:9,-,unassigned,323,681,7.80E-151,2,322,129,446,"0.9907120743034056	0.9907120743034056"
jgi|Neocon1|811480|estExt_fgenesh1_pm.C_500065,3.2.1.21:13,GH3(63-271),GH3_e180,GH3+3.2.1.21,3,GH3_e180,GH3:184,3.2.1.21:13,beta-glucan,210,748,1.10E-88,1,210,65,272,"0.9952380952380953	0.9952380952380953"
jgi|Neocon1|811487|estExt_fgenesh1_pm.C_500072,-,CE4(30-158),CE4_e259,-,2,CE4_e259,CE4:656,-,unassigned,115,518,8.50E-29,3,105,33,141,"0.8869565217391304	0.8869565217391304"
jgi|Neocon1|811489|estExt_fgenesh1_pm.C_500074,3.2.1.21:13,GH3(63-271),GH3_e180,GH3,3,GH3_e180,GH3:184,3.2.1.21:13,beta-glucan,210,761,5.40E-89,1,210,65,272,"0.9952380952380953	0.9952380952380953"
jgi|Neocon1|811499|estExt_fgenesh1_pm.C_500085,3.2.1.39:2,GH16_3(179-443),GH16_e252,-,2,GH16_e252,GH16_3:201|CBM13:4|CBM4:3|CBM6:3|GH16:2|CBM18:1|GH16_19:1|GH3:1,3.2.1.39:2,beta-glucan,253,447,4.20E-71,1,253,179,444,"0.9960474308300395	0.9960474308300395"
jgi|Neocon1|811836|estExt_fgenesh1_pm.C_560044,3.2.1.8:12|3.1.1.72:1,GH11(48-231),GH11_e2,GH11,3,GH11_e2,GH11:25|CBM1:4|CE1:1,3.2.1.8:12|3.1.1.72:1,xylan,184,247,1.80E-88,2,182,50,230,"0.9782608695652174	0.9782608695652174"
jgi|Neocon1|811840|estExt_fgenesh1_pm.C_560048,3.2.1.8:3,GH10(4-259),GH10_e134,CBM1+GH10,3,GH10_e134,GH10:5|CBM1:1,3.2.1.8:3,xylan,318,451,3.10E-107,41,316,3,258,"0.8647798742138365	0.8647798742138365"
jgi|Neocon1|811842|estExt_fgenesh1_pm.C_560051,3.2.1.8:3,GH10(28-324),GH10_e134,CBM1+GH10,3,GH10_e134,GH10:5|CBM1:1,3.2.1.8:3,xylan,318,341,3.70E-125,2,317,29,324,"0.9905660377358491	0.9905660377358491"
jgi|Neocon1|811884|estExt_fgenesh1_pm.C_570038,3.2.1.20:38|3.2.1.10:16|3.2.1.48:16,GH31(214-769),GH31_e42,GH31,3,GH31_e42,GH31:128,3.2.1.20:38|3.2.1.10:16|3.2.1.48:16,"starch, sucrose",470,902,3.40E-175,1,470,215,770,"0.997872340425532	0.997872340425532"
jgi|Neocon1|81192|CE81191_72,3.2.1.8:12|3.1.1.72:1,GH11(46-226),GH11_e2,GH11,3,GH11_e2,GH11:25|CBM1:4|CE1:1,3.2.1.8:12|3.1.1.72:1,xylan,184,355,9.20E-99,1,182,47,228,"0.9836956521739131	0.9836956521739131"
jgi|Neocon1|812030|estExt_fgenesh1_pm.C_590077,3.2.1.78:15,GH5_7(56-353),GH5_e4,CBM1+GH5_7+3.2.1.78,3,GH5_e4,GH5_7:157|CBM27:33|GH5_41:2|CBM23:1|CBM3:1|GH44:1,3.2.1.78:15,beta-mannan,275,581,2.60E-76,2,274,58,353,"0.9890909090909091	0.9890909090909091"
jgi|Neocon1|812081|estExt_fgenesh1_pm.C_600053,-,GH25(122-306),GH25_e72,-,2,GH25_e72,GH25:11,-,unassigned,182,673,1.40E-35,1,182,123,307,"0.9945054945054945	0.9945054945054945"
jgi|Neocon1|812163|estExt_fgenesh1_pm.C_620004,3.2.1.8:4,GH10(113-461),GH10_e105,GH10,3,GH10_e105,GH10:30|CBM22:16|CBM3:6,3.2.1.8:4,xylan,341,503,1.10E-77,12,339,126,460,"0.9589442815249267	0.9589442815249267"
jgi|Neocon1|812165|estExt_fgenesh1_pm.C_620006,3.2.1.8:4,GH10(104-453),GH10_e105,GH10,3,GH10_e105,GH10:30|CBM22:16|CBM3:6,3.2.1.8:4,xylan,341,461,6.20E-81,12,340,118,453,"0.9618768328445748	0.9618768328445748"
jgi|Neocon1|812191|estExt_fgenesh1_pm.C_620036,3.2.1.78:15,GH5_7(60-336),GH5_e4,-,2,GH5_e4,GH5_7:157|CBM27:33|GH5_41:2|CBM23:1|CBM3:1|GH44:1,3.2.1.78:15,beta-mannan,275,384,2.10E-66,3,275,60,337,"0.9890909090909091	0.9890909090909091"
jgi|Neocon1|812192|estExt_fgenesh1_pm.C_620038,3.2.1.78:15,GH5_7(70-343),GH5_e4,-,2,GH5_e4,GH5_7:157|CBM27:33|GH5_41:2|CBM23:1|CBM3:1|GH44:1,3.2.1.78:15,beta-mannan,275,391,1.50E-74,3,275,70,344,"0.9890909090909091	0.9890909090909091"
jgi|Neocon1|812291|estExt_fgenesh1_pm.C_630078,-,CE18(237-597),CE18_e1,-,2,CE18_e1,CBM87:11|CE18:11,-,unassigned,368,731,5.50E-74,1,367,238,599,"0.9945652173913043	0.9945652173913043"
jgi|Neocon1|812302|estExt_fgenesh1_pm.C_640014,3.2.1.4:59,GH45(295-498),GH45_e0,-,2,GH45_e0,GH45:307|CBM1:59,3.2.1.4:59,beta-glucan,200,509,1.20E-84,2,199,297,498,"0.985	0.985"
jgi|Neocon1|812515|estExt_fgenesh1_pm.C_680043,2.4.1.15:11,GT20(230-656),GT20_e24,GT20,3,GT20_e24,GT20:403,2.4.1.15:11,unassigned,447,1046,4.90E-167,17,445,229,656,"0.9574944071588367	0.9574944071588367"
jgi|Neocon1|812635|estExt_fgenesh1_pm.C_700021,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1|3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,GH5_4(28-302)+GH5_4(418-692),GH5_e55+GH5_e55,GH5_4+3.2.1.4+3.2.1.4+3.2.1.8+3.2.1.8,3,GH5_e55,GH5_4:56,3.2.1.4:21|3.2.1.8:4|3.2.1.73:1|3.2.1.-:1,"beta-glucan, xylan, beta-glucan, beta-mannan",274,824,3.10E-139,1,273,420,692,"0.9927007299270073	0.9927007299270073"
jgi|Neocon1|812658|estExt_fgenesh1_pm.C_700047,-,GH114(31-226),GH114_e7,-,2,GH114_e7,GH114:54,-,unassigned,190,490,3.00E-56,5,189,36,226,"0.968421052631579	0.968421052631579"
jgi|Neocon1|813000|estExt_fgenesh1_pm.C_760016,3.2.1.8:12|3.1.1.72:1,GH11(45-228),GH11_e2,CBM1+GH11,3,GH11_e2,GH11:25|CBM1:4|CE1:1,3.2.1.8:12|3.1.1.72:1,xylan,184,330,3.40E-101,1,182,46,227,"0.9836956521739131	0.9836956521739131"
jgi|Neocon1|813071|estExt_fgenesh1_pm.C_780007,3.2.1.8:33,GH10(25-328),GH10_e90,CBM1+GH10,3,GH10_e90,GH10:638|CBM2:278|CBM13:270|GH62:97|CE1:6|CE4:5|CBM57:2|CE0:2|GH11:1|CBM85:1,3.2.1.8:33,xylan,296,373,9.10E-91,3,294,27,327,"0.9831081081081081	0.9831081081081081"
jgi|Neocon1|813090|estExt_fgenesh1_pm.C_780036,3.2.1.8:5|3.1.1.73:2|3.2.1.55:1,GH10(103-451),GH10_e118,GH10,3,GH10_e118,GH10:18|CBM22:16|CE0:7|CBM37:4|CBM6:1|GH43_16:1|GH11:1,3.2.1.8:5|3.1.1.73:2|3.2.1.55:1,xylan,335,466,3.50E-69,11,334,116,451,"0.9641791044776119	0.9641791044776119"
jgi|Neocon1|813119|estExt_fgenesh1_pm.C_790023,-,GT2(29-188),GT2,-,2,GT2,GT2:7,-,unassigned,155,263,8.50E-45,1,153,30,192,"0.9806451612903225	0.9806451612903225"
jgi|Neocon1|813341|estExt_fgenesh1_pm.C_840039,-,GH10(9-320),GH10_e102,GH10,3,GH10_e102,GH10:15|CBM85:1,-,unassigned,301,562,2.20E-78,2,300,11,320,"0.9900332225913622	0.9900332225913622"
jgi|Neocon1|813361|estExt_fgenesh1_pm.C_850008,3.2.1.8:12|3.1.1.72:1,GH11(51-239),GH11_e2,CBM1+GH11+3.2.1.8,3,GH11_e2,GH11:25|CBM1:4|CE1:1,3.2.1.8:12|3.1.1.72:1,xylan,184,327,1.20E-73,1,183,52,236,"0.9891304347826086	0.9891304347826086"
jgi|Neocon1|81346|CE81345_5334,2.4.1.83:6,GT2(45-215),GT2,GT2,3,GT2,GT2:146,2.4.1.83:6,unassigned,171,278,6.70E-82,1,170,46,215,"0.9883040935672515	0.9883040935672515"
