proteinId	annotation	name
Neocon1|621968	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|622043	DOC2	
Neocon1|622043	DOC2	
Neocon1|622043	GH45	Glycoside Hydrolase Family 45
Neocon1|622118	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|622118	DOC2	
Neocon1|622118	DOC2	
Neocon1|622118	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|622118	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|622118	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|622325	DOC2	
Neocon1|622325	DOC2	
Neocon1|622325	GH5_1	Glycoside Hydrolase Family 5 / Subf 1
Neocon1|622325	DOC2	
Neocon1|622562	DOC2	
Neocon1|622562	DOC2	
Neocon1|622705	GT34	GlycosylTransferase Family 34
Neocon1|622741	DOC2	
Neocon1|622741	DOC2	
Neocon1|623251	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|623251	GH6	Glycoside Hydrolase Family 6
Neocon1|623425	DOC2	
Neocon1|623425	DOC2	
Neocon1|623425	GH5_1	Glycoside Hydrolase Family 5 / Subf 1
Neocon1|623425	DOC2	
Neocon1|623524	GH26	Glycoside Hydrolase Family 26
Neocon1|623524	CBM35	Carbohydrate-Binding Module Family 35
Neocon1|623524	DOC2	
Neocon1|623524	DOC2	
Neocon1|623694	CE4	Carbohydrate Esterase Family 4
Neocon1|623696	CE4	Carbohydrate Esterase Family 4
Neocon1|623737	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|624298	EXPN	Distantly related to plant expansins
Neocon1|624486	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|625228	GH18	Glycoside Hydrolase Family 18
Neocon1|625333	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|625458	DOC2	
Neocon1|625458	DOC2	
Neocon1|626032	GH48	Glycoside Hydrolase Family 48
Neocon1|626032	DOC2	
Neocon1|626032	DOC2	
Neocon1|626300	DOC2	
Neocon1|626300	DOC2	
Neocon1|626300	GH45	Glycoside Hydrolase Family 45
Neocon1|626305	DOC2	
Neocon1|626305	DOC2	
Neocon1|626305	GH16	Glycoside Hydrolase Family 16
Neocon1|626431	DOC2	
Neocon1|626431	GH11	Glycoside Hydrolase Family 11
Neocon1|626431	DOC2	
Neocon1|626863	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|626863	GH6	Glycoside Hydrolase Family 6
Neocon1|626863	GH6	Glycoside Hydrolase Family 6
Neocon1|626900	DOC2	
Neocon1|626900	DOC2	
Neocon1|626900	DOC2	
Neocon1|626900	GH6	Glycoside Hydrolase Family 6
Neocon1|626900	GH3	Glycoside Hydrolase Family 3
Neocon1|627052	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|627052	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|627168	DOC2	
Neocon1|627168	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|627168	DOC2	
Neocon1|627168	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|627168	DOC2	
Neocon1|627458	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|627562	DOC2	
Neocon1|627562	DOC2	
Neocon1|627578	DOC2	
Neocon1|627578	DOC2	
Neocon1|627578	DOC2	
Neocon1|627588	DOC2	
Neocon1|627588	DOC2	
Neocon1|627588	DOC2	
Neocon1|628150	GH3	Glycoside Hydrolase Family 3
Neocon1|628171	GH9	Glycoside Hydrolase Family 9
Neocon1|628603	GH3	Glycoside Hydrolase Family 3
Neocon1|628616	DOC2	
Neocon1|628616	DOC2	
Neocon1|628616	GH45	Glycoside Hydrolase Family 45
Neocon1|628616	DOC2	
Neocon1|628616	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|628876	DOC2	
Neocon1|628876	GH9	Glycoside Hydrolase Family 9
Neocon1|628876	DOC2	
Neocon1|628876	DOC2	
Neocon1|628885	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|628972	GH114	Glycoside Hydrolase Family 114
Neocon1|629085	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|629085	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|629085	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|629085	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|629149	GH11	Glycoside Hydrolase Family 11
Neocon1|629210	GH16	Glycoside Hydrolase Family 16
Neocon1|629210	CBM52	Carbohydrate-Binding Module Family 52
Neocon1|629210	CBM52	Carbohydrate-Binding Module Family 52
Neocon1|629388	GH45	Glycoside Hydrolase Family 45
Neocon1|629388	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|629905	DOC2	
Neocon1|629905	DOC2	
Neocon1|629905	GH3	Glycoside Hydrolase Family 3
Neocon1|630130	DOC2	
Neocon1|630130	GH10	Glycoside Hydrolase Family 10
Neocon1|630131	GH16	Glycoside Hydrolase Family 16
Neocon1|630462	DOC2	
Neocon1|630462	DOC2	
Neocon1|630542	GH10	Glycoside Hydrolase Family 10
Neocon1|630868	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|630941	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|630967	DOC2	
Neocon1|630967	DOC2	
Neocon1|631151	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|631151	CE8	Carbohydrate Esterase Family 8
Neocon1|631161	DOC2	
Neocon1|631161	GH11	Glycoside Hydrolase Family 11
Neocon1|631161	GH11	Glycoside Hydrolase Family 11
Neocon1|631161	GH11	Glycoside Hydrolase Family 11
Neocon1|631161	DOC2	
Neocon1|631161	CE4	Carbohydrate Esterase Family 4
Neocon1|631186	CE18	Carbohydrate Esterase Family 18
Neocon1|631186	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|631199	GT3	GlycosylTransferase Family 3
Neocon1|631470	GH133	Glycoside Hydrolase Family 133
Neocon1|631470	GH13_25	Glycoside Hydrolase Family 13 / Subf 25
Neocon1|631516	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|631516	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|631516	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|631571	GH114	Glycoside Hydrolase Family 114
Neocon1|631876	DOC2	
Neocon1|631876	DOC2	
Neocon1|631882	GT2	GlycosylTransferase Family 2
Neocon1|631948	GH11	Glycoside Hydrolase Family 11
Neocon1|632026	DOC2	
Neocon1|632026	DOC2	
Neocon1|632058	DOC2	
Neocon1|632058	DOC2	
Neocon1|632152	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|632152	GH18	Glycoside Hydrolase Family 18
Neocon1|632152	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|632152	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|632199	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|632199	PL1	Polysaccharide Lyase Family 1
Neocon1|632199	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|632199	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|632596	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|632596	GH11	Glycoside Hydrolase Family 11
Neocon1|632596	GH11	Glycoside Hydrolase Family 11
Neocon1|632616	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|632808	GH10	Glycoside Hydrolase Family 10
Neocon1|632808	DOC2	
Neocon1|632808	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|632808	DOC2	
Neocon1|633451	EXPN	Distantly related to plant expansins
Neocon1|633513	GH115	Glycoside Hydrolase Family 115
Neocon1|633548	CE4	Carbohydrate Esterase Family 4
Neocon1|633548	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|633594	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|633594	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|633594	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|633611	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|633611	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|633611	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|633611	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|633687	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|633688	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|633688	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|633701	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|633701	GH11	Glycoside Hydrolase Family 11
Neocon1|634061	GT71	GlycosylTransferase Family 71
Neocon1|634216	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|634216	CE8	Carbohydrate Esterase Family 8
Neocon1|634234	DOC2	
Neocon1|634234	DOC2	
Neocon1|634234	EXPN	Distantly related to plant expansins
Neocon1|634234	DOC2	
Neocon1|634282	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|634282	CE18	Carbohydrate Esterase Family 18
Neocon1|634282	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|634282	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|634500	GT71	GlycosylTransferase Family 71
Neocon1|634553	CBM6	Carbohydrate-Binding Module Family 6
Neocon1|634553	GH43	Glycoside Hydrolase Family 43
Neocon1|634570	GH47	Glycoside Hydrolase Family 47
Neocon1|634781	CBM91	Carbohydrate-Binding Module Family 91
Neocon1|634781	DOC2	
Neocon1|634781	GH43	Glycoside Hydrolase Family 43
Neocon1|634781	DOC2	
Neocon1|634781	CBM22	Carbohydrate-Binding Module Family 22
Neocon1|635007	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|635007	GH6	Glycoside Hydrolase Family 6
Neocon1|635073	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|635337	GT41	GlycosylTransferase Family 41
Neocon1|635579	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|635805	CBM32	Carbohydrate-Binding Module Family 32
Neocon1|636153	GH10	Glycoside Hydrolase Family 10
Neocon1|636153	DOC2	
Neocon1|636153	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|636153	DOC2	
Neocon1|636464	GT20	GlycosylTransferase Family 20
Neocon1|636480	CE4	Carbohydrate Esterase Family 4
Neocon1|636496	CE4	Carbohydrate Esterase Family 4
Neocon1|636643	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|636643	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|636643	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|636865	CE18	Carbohydrate Esterase Family 18
Neocon1|636865	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|636894	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|636894	GH18	Glycoside Hydrolase Family 18
Neocon1|636894	DOC2	
Neocon1|636894	DOC2	
Neocon1|636895	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|636895	GH18	Glycoside Hydrolase Family 18
Neocon1|636895	DOC2	
Neocon1|636895	DOC2	
Neocon1|637232	DOC2	
Neocon1|637232	DOC2	
Neocon1|637232	GH45	Glycoside Hydrolase Family 45
Neocon1|637473	GH114	Glycoside Hydrolase Family 114
Neocon1|637492	GT8	GlycosylTransferase Family 8
Neocon1|637559	GH10	Glycoside Hydrolase Family 10
Neocon1|638019	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|638059	CE18	Carbohydrate Esterase Family 18
Neocon1|638059	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|638360	GH13	Glycoside Hydrolase Family 13
Neocon1|638519	GH114	Glycoside Hydrolase Family 114
Neocon1|638526	DOC2	
Neocon1|638526	DOC2	
Neocon1|638649	DOC2	
Neocon1|638649	GH9	Glycoside Hydrolase Family 9
Neocon1|638649	DOC2	
Neocon1|638651	DOC2	
Neocon1|638651	DOC2	
Neocon1|638654	DOC2	
Neocon1|638716	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|638716	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|638716	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|638716	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|638954	DOC2	
Neocon1|638954	GH26	Glycoside Hydrolase Family 26
Neocon1|639069	DOC2	
Neocon1|639069	GH105	Glycoside Hydrolase Family 105
Neocon1|639077	DOC2	
Neocon1|639077	GH114	Glycoside Hydrolase Family 114
Neocon1|639077	DOC2	
Neocon1|639077	DOC2	
Neocon1|639087	GH114	Glycoside Hydrolase Family 114
Neocon1|639381	DOC2	
Neocon1|639381	DOC2	
Neocon1|639381	GH45	Glycoside Hydrolase Family 45
Neocon1|639552	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|639552	GH11	Glycoside Hydrolase Family 11
Neocon1|639572	GH114	Glycoside Hydrolase Family 114
Neocon1|639665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|639665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|639665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|639665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|639665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|639665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|639665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|639746	CE4	Carbohydrate Esterase Family 4
Neocon1|639748	CE4	Carbohydrate Esterase Family 4
Neocon1|639917	DOC2	
Neocon1|639917	DOC2	
Neocon1|639987	GT39	GlycosylTransferase Family 39
Neocon1|640337	GT4	GlycosylTransferase Family 4
Neocon1|640448	DOC2	
Neocon1|640448	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|640448	DOC2	
Neocon1|640679	GH3	Glycoside Hydrolase Family 3
Neocon1|640870	CE4	Carbohydrate Esterase Family 4
Neocon1|640910	GH11	Glycoside Hydrolase Family 11
Neocon1|640910	GH11	Glycoside Hydrolase Family 11
Neocon1|641176	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|641176	GH18	Glycoside Hydrolase Family 18
Neocon1|641176	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|641176	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|641279	DOC2	
Neocon1|641490	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|641490	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|641490	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|641525	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|641664	EXPN	Distantly related to plant expansins
Neocon1|641664	DOC2	
Neocon1|641664	DOC2	
Neocon1|641664	CBM63	Carbohydrate-Binding Module Family 63
Neocon1|642019	GT2	GlycosylTransferase Family 2
Neocon1|642174	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|642560	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|642632	CE18	Carbohydrate Esterase Family 18
Neocon1|642632	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|644069	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|644306	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|644306	CE12	Carbohydrate Esterase Family 12
Neocon1|644498	DOC2	
Neocon1|644498	DOC2	
Neocon1|644498	GH5_5	Glycoside Hydrolase Family 5 / Subf 5
Neocon1|644498	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|644501	EXPN	Distantly related to plant expansins
Neocon1|644501	CBM63	Carbohydrate-Binding Module Family 63
Neocon1|644776	GH48	Glycoside Hydrolase Family 48
Neocon1|644781	GH48	Glycoside Hydrolase Family 48
Neocon1|645022	GH3	Glycoside Hydrolase Family 3
Neocon1|645351	DOC2	
Neocon1|645351	DOC2	
Neocon1|645389	GT1	GlycosylTransferase Family 1
Neocon1|645701	GH16	Glycoside Hydrolase Family 16
Neocon1|645813	GT3	GlycosylTransferase Family 3
Neocon1|645864	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|645979	CBM48	Carbohydrate-Binding Module Family 48
Neocon1|646175	DOC2	
Neocon1|646175	DOC2	
Neocon1|646180	DOC2	
Neocon1|646180	DOC2	
Neocon1|646203	DOC2	
Neocon1|646203	DOC2	
Neocon1|646203	GH45	Glycoside Hydrolase Family 45
Neocon1|646216	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|646216	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|646216	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|646216	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|646216	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|646216	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|646216	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|646216	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|646216	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|646216	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|646793	GH3	Glycoside Hydrolase Family 3
Neocon1|646818	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|646818	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|646818	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|646914	CBM48	Carbohydrate-Binding Module Family 48
Neocon1|646914	GH13_8	Glycoside Hydrolase Family 13 / Subf 8
Neocon1|647209	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|647209	PL1	Polysaccharide Lyase Family 1
Neocon1|647213	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|647213	CE12	Carbohydrate Esterase Family 12
Neocon1|647312	DOC2	
Neocon1|647312	DOC2	
Neocon1|647312	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|647320	GH114	Glycoside Hydrolase Family 114
Neocon1|647801	DOC2	
Neocon1|647801	GH9	Glycoside Hydrolase Family 9
Neocon1|647801	DOC2	
Neocon1|647801	DOC2	
Neocon1|648541	EXPN	Distantly related to plant expansins
Neocon1|648792	GH3	Glycoside Hydrolase Family 3
Neocon1|648839	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|648839	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|648839	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|648839	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|648839	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|648839	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|648997	CE6	Carbohydrate Esterase Family 6
Neocon1|648997	DOC2	
Neocon1|648997	DOC2	
Neocon1|649256	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|649256	PL1	Polysaccharide Lyase Family 1
Neocon1|649257	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|649257	PL1	Polysaccharide Lyase Family 1
Neocon1|649260	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|649260	PL1	Polysaccharide Lyase Family 1
Neocon1|649734	GH11	Glycoside Hydrolase Family 11
Neocon1|649734	GH11	Glycoside Hydrolase Family 11
Neocon1|649777	DOC2	
Neocon1|649777	DOC2	
Neocon1|649777	DOC2	
Neocon1|649777	DOC2	
Neocon1|649777	DOC2	
Neocon1|649777	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|649781	DOC2	
Neocon1|649781	DOC2	
Neocon1|649781	DOC2	
Neocon1|649781	DOC2	
Neocon1|649781	DOC2	
Neocon1|649781	DOC2	
Neocon1|649781	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|649784	DOC2	
Neocon1|649784	DOC2	
Neocon1|649784	DOC2	
Neocon1|649784	DOC2	
Neocon1|649784	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|649784	DOC2	
Neocon1|649784	DOC2	
Neocon1|649784	DOC2	
Neocon1|649784	DOC2	
Neocon1|649784	DOC2	
Neocon1|649802	EXPN	Distantly related to plant expansins
Neocon1|649802	CBM63	Carbohydrate-Binding Module Family 63
Neocon1|649839	GH64	Glycoside Hydrolase Family 64
Neocon1|649839	CBM52	Carbohydrate-Binding Module Family 52
Neocon1|649841	GH64	Glycoside Hydrolase Family 64
Neocon1|649841	CBM52	Carbohydrate-Binding Module Family 52
Neocon1|650283	DOC2	
Neocon1|650283	DOC2	
Neocon1|650283	GH9	Glycoside Hydrolase Family 9
Neocon1|650283	DOC2	
Neocon1|650328	DOC2	
Neocon1|650328	DOC2	
Neocon1|650328	DOC2	
Neocon1|650341	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|650341	PL1	Polysaccharide Lyase Family 1
Neocon1|650429	CBM6	Carbohydrate-Binding Module Family 6
Neocon1|650429	GH43	Glycoside Hydrolase Family 43
Neocon1|650508	DOC2	
Neocon1|650508	GH26	Glycoside Hydrolase Family 26
Neocon1|650508	GH26	Glycoside Hydrolase Family 26
Neocon1|650522	DOC2	
Neocon1|650522	DOC2	
Neocon1|650915	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|650915	PL3	Polysaccharide Lyase Family 3
Neocon1|651045	GT71	GlycosylTransferase Family 71
Neocon1|651150	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|651150	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|651150	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|651609	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|651609	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|651609	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|651609	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|651633	CBM48	Carbohydrate-Binding Module Family 48
Neocon1|651633	GH13_8	Glycoside Hydrolase Family 13 / Subf 8
Neocon1|651674	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|651674	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|651674	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|651674	CE4	Carbohydrate Esterase Family 4
Neocon1|651839	DOC2	
Neocon1|651839	DOC2	
Neocon1|651984	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|652276	GT2	GlycosylTransferase Family 2
Neocon1|652581	GT39	GlycosylTransferase Family 39
Neocon1|653374	DOC2	
Neocon1|653374	DOC2	
Neocon1|653376	DOC2	
Neocon1|653376	DOC2	
Neocon1|653380	DOC2	
Neocon1|653380	DOC2	
Neocon1|653519	GH114	Glycoside Hydrolase Family 114
Neocon1|653642	GT17	GlycosylTransferase Family 17
Neocon1|653893	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|653893	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|653893	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|653893	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|653893	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|653921	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|653921	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|653921	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|654013	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|654013	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|654013	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|654397	GT10	GlycosylTransferase Family 10
Neocon1|654410	GH11	Glycoside Hydrolase Family 11
Neocon1|654411	GH11	Glycoside Hydrolase Family 11
Neocon1|654826	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|655058	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|655064	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|655595	GT2	GlycosylTransferase Family 2
Neocon1|655613	GT2	GlycosylTransferase Family 2
Neocon1|655616	GT2	GlycosylTransferase Family 2
Neocon1|655622	GT2	GlycosylTransferase Family 2
Neocon1|655981	GT2	GlycosylTransferase Family 2
Neocon1|656227	CBM52	Carbohydrate-Binding Module Family 52
Neocon1|656751	GT2	GlycosylTransferase Family 2
Neocon1|656934	CE4	Carbohydrate Esterase Family 4
Neocon1|657600	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|657693	DOC2	
Neocon1|657693	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|661474	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|661474	DOC2	
Neocon1|661584	GT2	GlycosylTransferase Family 2
Neocon1|663269	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|663269	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|664269	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|664434	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|664434	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|666459	GT101	GlycosylTransferase Family 101
Neocon1|666462	GT2	GlycosylTransferase Family 2
Neocon1|666659	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|667740	GH5_5	Glycoside Hydrolase Family 5 / Subf 5
Neocon1|667740	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|667740	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|667740	GH5_5	Glycoside Hydrolase Family 5 / Subf 5
Neocon1|667740	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|667740	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|668945	GH37	Glycoside Hydrolase Family 37
Neocon1|669618	GH11	Glycoside Hydrolase Family 11
Neocon1|670019	DOC2	
Neocon1|670019	DOC2	
Neocon1|671060	GT17	GlycosylTransferase Family 17
Neocon1|671391	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|671652	DOC2	
Neocon1|671652	DOC2	
Neocon1|672019	GH3	Glycoside Hydrolase Family 3
Neocon1|673394	GT39	GlycosylTransferase Family 39
Neocon1|673649	GH31	Glycoside Hydrolase Family 31
Neocon1|675918	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|733013	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733013	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733013	DOC2	
Neocon1|733013	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733013	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733013	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733013	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733013	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733013	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733013	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733023	DOC2	
Neocon1|733023	DOC2	
Neocon1|733023	DOC2	
Neocon1|733023	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733023	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733023	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733023	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733023	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|733528	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|733925	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|734100	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|734100	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|734771	GT2	GlycosylTransferase Family 2
Neocon1|736213	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|736213	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|737113	DOC2	
Neocon1|737113	DOC2	
Neocon1|737113	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|737113	DOC2	
Neocon1|737113	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|737113	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|737113	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|737113	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|737113	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|737747	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|739220	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|740809	DOC2	
Neocon1|740809	GH11	Glycoside Hydrolase Family 11
Neocon1|740882	GH11	Glycoside Hydrolase Family 11
Neocon1|740932	GH1	Glycoside Hydrolase Family 1
Neocon1|743013	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|743013	PL1	Polysaccharide Lyase Family 1
Neocon1|743786	GT8	GlycosylTransferase Family 8
Neocon1|746388	GH45	Glycoside Hydrolase Family 45
Neocon1|746388	DOC2	
Neocon1|746388	DOC2	
